,link,text,username,date,likes,comments,retweets
40,https://twitter.com/striver_79/status/1777307145895383306#m,"3.5M+ page visits last month 🔥  Best till date, and the placement season hasn’t arrived yet!   Take a guess on the number @takeUforward_ will hit around in May-August!",@striver_79,"Apr 8, 2024 · 12:06 PM UTC",684,32,10
41,https://twitter.com/striver_79/status/1776208000405098568#m,"We are building TUF+, so we took multiple platforms that offer courses < 10K to do an analysis.   The selling point is “live classes”, apart from that, the UX sucks, no notes, no problem solving, no active TA in most of them.   Overall the learning experience is compromised so much just in the name of “live classes” which 70% of the audience does not joins after 2/3 initial classes.   No doubt, why there is no word of mouth sales for most of them :)   Compared to all of the existing platforms, what we are building is going to be 🔥",@striver_79,"Apr 5, 2024 · 11:19 AM UTC",645,37,18
42,https://twitter.com/striver_79/status/1775764238222733357#m,"Such a vague statement on workload.   People see me creating videos, and assume that I don’t have much work.   In reality, I go to office 5 days a week. I leave office around at 7 PM.   I reach home and work till 10/11 PM for YT/Website and then do my other stuff like Netflix, chilling.   The only difference is, you might go from office and chill a bit, whereas I put that extra yard, it does not mean I don’t work 🤦🏼‍♂️",@striver_79,"Apr 4, 2024 · 5:56 AM UTC",669,33,10
43,https://twitter.com/striver_79/status/1775198591277219840#m,"Mayank Yadav 🔥   Sheer pace, and with line and length, such a rare right 🤞  Bowling at 157 kmph 🥶  #IPL2024",@striver_79,"Apr 2, 2024 · 4:28 PM UTC",758,12,25
44,https://twitter.com/striver_79/status/1774495532406481186#m,"Who will say he hasn’t batted in a competitive game since a year.   Dhoni needs to bat up, if he is in such form. The hitting was just so clean!   #CSK",@striver_79,"Mar 31, 2024 · 5:54 PM UTC",1244,33,54
45,https://twitter.com/striver_79/status/1774490727948714422#m,Mahi maar raha hai 😍  #Dhoni #CSK,@striver_79,"Mar 31, 2024 · 5:35 PM UTC",522,6,13
46,https://twitter.com/striver_79/status/1774489506030424428#m,"We are aware there is an issue with the log in.  You get “unauthorised” after 2/3 hours.  The temp solution is to log out and log in. However we will fix it tomorrow.  Has been a long week, so did not want to push members of our team much.   Apart from it, some articles are missing, we will update those this week as well.   Hope you understand. Cheers!",@striver_79,"Mar 31, 2024 · 5:30 PM UTC",346,11,6
47,https://twitter.com/striver_79/status/1774311967379095714#m,"If you are on social media, just avoid tweeting about politics, language, any other thing which has a ~50/50 distribution.   If you care about mental peace!",@striver_79,"Mar 31, 2024 · 5:45 AM UTC",1166,52,49
48,https://twitter.com/striver_79/status/1774089334351946067#m,"Onboarded, welcome to the team!   Everyone did the task, but he went a step ahead, which was the difference.   We hired one more intern, not sure if she is on twitter.   Thank you everyone for applying, we have kept the record, we will re-use them for the next time we hire 🙌",@striver_79,"Mar 30, 2024 · 3:00 PM UTC",464,7,9
49,https://twitter.com/striver_79/status/1773966251557294355#m,"I just quoted 1L, it will be super less ;)",@striver_79,"Mar 30, 2024 · 6:51 AM UTC",78,1,0
50,https://twitter.com/striver_79/status/1773964510656885092#m,"Bro, there is a world outside the top influencers you manage!   Most top influencers are relevant for 5/6 years. And if you consider calculating the average in a longer span and considering everyone who wanted to be an influencer, you will find the average would be lesser than that of 1L per year.   Not to forget you also see a lot of rented wealth(cars, bikes, etc) on social media!   Smart influencers, earn, invest, and grow, but you can count them on fingers :) Not the case with Doctors, Engineers, ..",@striver_79,"Mar 30, 2024 · 6:44 AM UTC",744,20,22
51,https://twitter.com/striver_79/status/1773551660968902753#m,"1. We optimised it to remove the lag, have plans to optimise it further, let’s see.  2. Google ad’s gave us a good chunk of revenue, but with google ad’s you loose out on that premium feel. So decided to let it go, and we will introduce TUF+ for revenue generation. 3. We wanted to be, to the point.  4. User profile is something we have immense plans with, this is just V1. Post TUF+, and revenue coming in, don’t be suprised if you see a better upgrade 😉",@striver_79,"Mar 29, 2024 · 3:24 AM UTC",850,67,16
52,https://twitter.com/striver_79/status/1773426207868027070#m,"We have a “report bug” option on the left panel, please do use it 😃",@striver_79,"Mar 28, 2024 · 7:05 PM UTC",133,10,0
53,https://twitter.com/striver_79/status/1773424331382485211#m,"The much awaited update is out!   It was tough moving out of wordpress, so you might find some bugs.   Feel free to report them, we will try to fix them. With such a small team and a mini budget, it’s tough to be perfect.   But we will improve ❤️",@striver_79,"Mar 28, 2024 · 6:58 PM UTC",956,87,26
54,https://twitter.com/striver_79/status/1773423085493813752#m,Thank you for the dope design 👌🏻😍  People are loving it 🔥,@striver_79,"Mar 28, 2024 · 6:53 PM UTC",47,8,2
55,https://twitter.com/striver_79/status/1773400061038465338#m,"We are deploying our new website.   It might take 1 hour to be fully functional, as we are completely migrating from wordpress to custom.  Sorry for the inconvenience 😅",@striver_79,"Mar 28, 2024 · 5:21 PM UTC",1393,97,15
56,https://twitter.com/striver_79/status/1772982053249708299#m,"In the last 20 days, we have uploaded 28 educational videos on the channel takeUforward.  Job chorne ki jaroorat hai kya ;)",@striver_79,"Mar 27, 2024 · 1:40 PM UTC",1374,38,22
57,https://twitter.com/striver_79/status/1772829967916879891#m,Chalie suru karte hai 🤓,@striver_79,"Mar 27, 2024 · 3:36 AM UTC",663,33,8
58,https://twitter.com/striver_79/status/1772644287374635103#m,Shivam Dube is on the flight to the T20 WC!   Type of players you need in the middle overs 🔥  #CSKvGT,@striver_79,"Mar 26, 2024 · 3:18 PM UTC",690,24,11
59,https://twitter.com/striver_79/status/1772566262507278630#m,Shall I upload the entire two-pointer/sliding-window playlist today? 🤔,@striver_79,"Mar 26, 2024 · 10:08 AM UTC",1728,234,24
60,https://twitter.com/striver_79/status/1772108522429587901#m,Wishing you a colorful and joyful Holi ♥️,@striver_79,"Mar 25, 2024 · 3:49 AM UTC",642,23,7
61,https://twitter.com/striver_79/status/1771505857420808619#m,"Hi tech-twitter, need your help.   We will be launching our new website, so we have a success stories section, where we want to add genuine feedback from our users, so if you use takeUforward, you can spare a few minutes to fill out the below form.   Link: https://forms.gle/xDngkwxkRmTvAA9b9",@striver_79,"Mar 23, 2024 · 11:54 AM UTC",425,17,6
62,https://twitter.com/striver_79/status/1771239891784921311#m,Showed the new revamped website to few of the people around for feedback.   And they are loving it and I am damn excited about this one  Everything coming at a single place 😎,@striver_79,"Mar 22, 2024 · 6:17 PM UTC",729,28,11
63,https://twitter.com/striver_79/status/1770787931550007795#m,"With Dhoni handing over the captaincy, and the mega auction coming up next year.   This indeed is going to be the last season of MS. I won’t be suprised if he leaves midway, as he always has done.",@striver_79,"Mar 21, 2024 · 12:21 PM UTC",1144,30,30
64,https://twitter.com/striver_79/status/1769572013721694224#m,I will start recording tonight 🙏🏻,@striver_79,"Mar 18, 2024 · 3:50 AM UTC",123,2,1
65,https://twitter.com/striver_79/status/1769425537716678758#m,"Kept the promise, I made last week!   3K likes on this one, and we upload the entire (2 pointer + Sliding Window) playlist next weekend.   Sliding Window will have a video with a template trick that solves every problem in O(N) mostly 🙌",@striver_79,"Mar 17, 2024 · 6:08 PM UTC",1466,42,42
66,https://twitter.com/striver_79/status/1769412786650796488#m,Also the opening is only for Indians 😅,@striver_79,"Mar 17, 2024 · 5:17 PM UTC",97,4,1
67,https://twitter.com/striver_79/status/1769411691438358890#m,"Here, build does not means you will have to build from scratch.   You will be building over the existing backend, hence please make sure to maintain the tech stack mentioned in the assignment 🙌",@striver_79,"Mar 17, 2024 · 5:13 PM UTC",83,1,1
68,https://twitter.com/striver_79/status/1769391241371029897#m,"We are looking to hire a full stack intern.   You will be working closely with me and the takeUforward team, and be primarly responsible to build the backend of our upcoming big product and also some parts of frontend.   If you are interested, you will find all details here: https://forms.gle/qdMMT44qrdve8CLg6",@striver_79,"Mar 17, 2024 · 3:52 PM UTC",951,60,38
69,https://twitter.com/striver_79/status/1769266514883138032#m,Blessed 😇,@striver_79,"Mar 17, 2024 · 7:36 AM UTC",823,20,6
70,https://twitter.com/striver_79/status/1769234457821659245#m,"Thanks @UberIN_Support for reaching out, and promising action.   I am not sure how long will it take for you to take action, but glad that you did take some time out to call and listen to customer problems, instead of sending bot messages.   How about introducing two new features.   - raising issue from the app for no-ac while in-ride - raising issue for “using phone”   In both the cases, uber can ask the customer to send some picture or a small clip, and then AI can verify and trigger a warning, on multiple warnings, you can take some action.",@striver_79,"Mar 17, 2024 · 5:29 AM UTC",445,44,7
71,https://twitter.com/striver_79/status/1768979147525902624#m,"First bad experience in Bangalore.   Booked this Uber @Uber_India the estimated journey time was 1.5 hours. For the first 30 minutes, the driver constantly kept talking over his phone on a loudspeaker.   I and my friend, got some headache after a while, and asked him politely to use headphones, or talk later. Guess what happened next.   We were abused, and asked to get out of the car, saying “I am not comfortable to ride with you people”.",@striver_79,"Mar 16, 2024 · 12:34 PM UTC",1982,381,106
72,https://twitter.com/striver_79/status/1767917892111339864#m,Youth in India 🙌👏🏻,@striver_79,"Mar 13, 2024 · 2:17 PM UTC",2207,129,114
73,https://twitter.com/striver_79/status/1767754336388644937#m,🙏🏻,@striver_79,"Mar 13, 2024 · 3:27 AM UTC",890,14,5
74,https://twitter.com/striver_79/status/1767446600656568542#m,"Musheer Khan will be a player to watch out for 👌🏻  At 19, the temperament and class he has is something that you don’t see often. Additionally he bowls left arm spin as well.",@striver_79,"Mar 12, 2024 · 7:04 AM UTC",375,12,7
75,https://twitter.com/striver_79/status/1766391125466829070#m,"I kept my promise!   Okay next will be Maths Playlist 🙌  3K likes on this one, and the playlist on Maths will go live in 7 days time 🕰️⏰",@striver_79,"Mar 9, 2024 · 9:10 AM UTC",2608,78,87
76,https://twitter.com/striver_79/status/1766359516218872149#m,"Okay, let’s go!   Any guesses when all the videos will be uploaded 👽",@striver_79,"Mar 9, 2024 · 7:05 AM UTC",979,73,17
77,https://twitter.com/striver_79/status/1765447119383724268#m,"We are looking for a UX designer who can revamp the landing page for our website takeUforward(dot)org   If you are interested in picking this task up, please drop your best set of work at [hello(at)takeuforward(dot)org] 🙌",@striver_79,"Mar 6, 2024 · 6:39 PM UTC",352,33,7
78,https://twitter.com/striver_79/status/1764988333950980331#m,"Just wrapped up: yt.openinapp.co/cbt91 @thetanmay literally pulls up anything you give him, bringing the amazing brains on a table, and making them talk about productivity, targetting the US market, work culture, ownership in depth was fun to watch.   @bhavintu time management tricks 🙌  There's so much that one could learn from these amazing brains in the way they execute. If you have some time, do watch it.",@striver_79,"Mar 5, 2024 · 12:16 PM UTC",340,9,2
79,https://twitter.com/striver_79/status/1764636414409650467#m,The happiness that left corner gave me is incomparable ♥️,@striver_79,"Mar 4, 2024 · 12:58 PM UTC",782,8,8
80,https://twitter.com/striver_79/status/1763976446014636297#m,"We at takeUforward are looking for a video editor, who knows DSA.   The role involves.   - Trimming videos (4K) by watching by self. (Length: 5-60 minutes)  - No animations, or graphics needed.  - Can render video in 4K on his device.   We are not looking for an expert, rather someone who is available on a daily basis.  Please send us your profile at hello(at)takeuforward(dot)org  Do mention the following:   - 1/2 sample work - Availability  - Cost per video or hour (keep in mind that it only has trimmin and rendering)",@striver_79,"Mar 2, 2024 · 5:15 PM UTC",743,45,12
81,https://twitter.com/striver_79/status/1763858078670499866#m,Okay!,@striver_79,"Mar 2, 2024 · 9:25 AM UTC",895,40,10
82,https://twitter.com/striver_79/status/1763573187047297316#m,"@parikh_1996 and I were talking, and we both think the same. the above tweet mostly is for products that live users will be using and not for learning projects.",@striver_79,"Mar 1, 2024 · 2:33 PM UTC",50,2,1
83,https://twitter.com/striver_79/status/1763571894907998462#m,The toughest phase in building something is when you are moving from  0-10%   and   90-100%   Wdyt?,@striver_79,"Mar 1, 2024 · 2:27 PM UTC",688,40,23
84,https://twitter.com/striver_79/status/1763541665401258077#m,"Just crossed Rameshwaram Cafe, and there is a bomb squad around.   It’s scary, how a place, where most of us visit it daily can be targeted so easily.   Hopefully, everyone is safe 🙏🏻",@striver_79,"Mar 1, 2024 · 12:27 PM UTC",1123,23,45
85,https://twitter.com/striver_79/status/1763446754211684785#m,Arrogance takes you down.   #IYKYK,@striver_79,"Mar 1, 2024 · 6:10 AM UTC",2252,86,75
86,https://twitter.com/striver_79/status/1762460079566324090#m,"PS: I might have missed out on a lot of tech things he knows now, I noted down the ones he worked on our side.",@striver_79,"Feb 27, 2024 · 12:50 PM UTC",131,2,0
87,https://twitter.com/striver_79/status/1762460075464204660#m,"Sharing a short story in the write-up below of an intern who joined us a year back.   Ownership takes you a long way.  I wish we had a good revenue stream, but the day we will, he will be the first one who will be in our mind 😃",@striver_79,"Feb 27, 2024 · 12:50 PM UTC",1885,54,38
88,https://twitter.com/striver_79/status/1761002791320097198#m,"A new hiring app completes 500K users in a year. It tells you the scenario in the market, and how many people are looking out for jobs.   I feel the significant rise of NextLevel platform was because of   - Even if you miss applying, you will still be recommended if you are active.  - If you are giving the initial AI interview, your chances grow by 10X.  - Actively chat with the recruiters, and last active status being visible helps immensely.  - It has no subscription charges, ensuring accessibility for all.  - Active contests and prizes.   Currently companies like reliance jio, big basket, magicpin, vyapaar are hiring, you can check them out on their app: https://next-level.onelink.me/vJGp/uw8g33nw",@striver_79,"Feb 23, 2024 · 12:19 PM UTC",545,16,19
89,https://twitter.com/striver_79/status/1760890501748998455#m,It’s spreading ♥️🫶,@striver_79,"Feb 23, 2024 · 4:53 AM UTC",1511,37,21
90,https://twitter.com/striver_79/status/1759878822995091747#m,"Had to take a tough call with takeUforward.   We have decided to turn off all kind of Google ad’s on the new website. It does give us a good chunk of revenue, but looking at the longer vision, customer experience and product quality will be our priority.   V1 is expected to be live in March.   Let us know what new features you would like to see in the comments 😀",@striver_79,"Feb 20, 2024 · 9:53 AM UTC",1274,79,10
91,https://twitter.com/striver_79/status/1759842174911594853#m,I understood it when I went through the consequences.,@striver_79,"Feb 20, 2024 · 7:27 AM UTC",176,7,2
92,https://twitter.com/striver_79/status/1759805658625609947#m,"If needed, I stay an hour or two extra, but I keep work at work place, and my personal time dedicated to do what I like doing, can be YT, travelling, going out, etc etc!",@striver_79,"Feb 20, 2024 · 5:02 AM UTC",377,3,1
93,https://twitter.com/striver_79/status/1759804591158558867#m,"Last two years, I have this thumb rule of not taking my work laptop back home unless I plan to work from home the next day or I have an urgent meeting with US folks at night.   I am doing decent enough being an average in this case!   What will anyone do with all the 💵 if they don’t have time to enjoy it :)",@striver_79,"Feb 20, 2024 · 4:58 AM UTC",1517,47,46
94,https://twitter.com/striver_79/status/1759121148527472999#m,Star ⭐️ in making 👏🏻  Yashasvi Jaiswal ❤️   Back to back double hundreds 🙌,@striver_79,"Feb 18, 2024 · 7:42 AM UTC",875,13,8
95,https://twitter.com/striver_79/status/1759063896063967603#m,In Chennai for the next 3 days.   Suggest some places I can visit 😅,@striver_79,"Feb 18, 2024 · 3:54 AM UTC",661,81,9
96,https://twitter.com/striver_79/status/1758809235872424145#m,"England’s bazball approach is exciting to watch. But!   Their bowlers don’t get much of rest time, which is needed when you playing a test match specially in humid conditions.   India can bat out England in this test match, and at the same time, bat the bowlers out mentally for the rest of the series.",@striver_79,"Feb 17, 2024 · 11:02 AM UTC",156,4,2
97,https://twitter.com/striver_79/status/1758807197277102565#m,"A process, it takes time, but will be worth it 🙌",@striver_79,"Feb 17, 2024 · 10:54 AM UTC",339,4,2
98,https://twitter.com/striver_79/status/1758134655608598627#m,"Went through this thread and I can say I made the correct decision of moving back India. With these salaries, you could literally afford most of the things here.   In case you want to check the salaries people are mentioning: app.grapevine.in/secret-sala…",@striver_79,"Feb 15, 2024 · 2:22 PM UTC",979,29,48
99,https://twitter.com/striver_79/status/1757975036563272051#m,Inspiration 🙏🏻   #SarfarazKhan,@striver_79,"Feb 15, 2024 · 3:48 AM UTC",2208,17,106
100,https://twitter.com/striver_79/status/1757433770507186547#m,Blessed is all I can say ♥️,@striver_79,"Feb 13, 2024 · 3:57 PM UTC",1858,115,27
101,https://twitter.com/striver_79/status/1756935526756884544#m,"Gemini Advanced is crazy.   Not to forget, we are only one year into AI. Just the start.",@striver_79,"Feb 12, 2024 · 6:57 AM UTC",1227,51,24
102,https://twitter.com/striver_79/status/1756596537365549087#m,"Mine is to build projects by watching videos which 100 others also did.   Should have taken some time out and focussed on building on top of it, or something different from those made in videos.   But nevertheless doing it now 😄",@striver_79,"Feb 11, 2024 · 8:30 AM UTC",799,13,15
103,https://twitter.com/striver_79/status/1755980284582052171#m,♥️ Congratulations 👏🏻,@striver_79,"Feb 9, 2024 · 3:41 PM UTC",504,3,2
